OG5_143398,pl_tra,op_gen,ee_tra,ba_tra,op_tra,za_gen,am_gen,ba_gen,sr_tra,ex_gen,ex_tra,sr_gen,pl_gen,ee_gen,za_tra,am_tra
OG5_169133,0,0,0,0,0,22,0,18,0,0,0,0,2,0,0,0
OG5_129235,7,67,6,0,2,0,0,0,67,1,2,11,3,0,0,38
OG5_129237,33,64,40,0,8,0,3,0,218,2,4,31,17,2,0,182
OG5_129236,11,55,4,0,0,0,2,0,99,16,6,20,13,1,0,90
OG5_129231,11,60,4,0,3,0,2,0,35,2,3,6,10,1,0,18
OG5_129230,26,70,32,0,3,0,3,0,171,14,10,16,17,2,0,97
OG5_129233,27,68,19,0,5,5,3,3,108,3,5,13,17,2,0,134
OG5_129239,32,62,39,0,4,0,3,0,219,4,3,22,16,2,0,182
OG5_129238,23,67,30,0,2,0,2,0,162,0,4,24,13,1,0,17
OG5_150732,1,8,0,0,0,0,0,0,140,0,0,6,0,0,0,23
OG5_145948,1,0,1,0,0,0,0,0,3,12,1,0,2,0,0,1
OG5_131601,2,37,10,0,2,3,0,50,16,0,0,3,3,1,0,1
OG5_131600,6,19,6,0,4,17,1,80,29,1,2,4,11,0,0,56
OG5_134235,4,4,6,0,0,9,1,89,35,0,0,6,12,0,0,11
OG5_131602,6,52,27,0,0,0,3,0,156,1,5,16,1,2,0,117
OG5_131605,18,42,10,0,3,0,3,0,111,1,5,9,12,0,0,96
OG5_131604,2,0,1,0,0,88,3,243,6,6,2,11,3,0,0,7
OG5_131606,24,42,18,0,4,0,3,0,77,0,2,11,16,2,0,80
OG5_131609,27,12,27,0,1,2,1,90,109,0,1,10,17,1,0,46
OG5_130552,9,57,18,0,0,0,2,3,54,2,4,11,15,2,0,36
OG5_134531,3,16,8,0,0,0,0,0,12,0,0,0,2,1,0,3
OG5_134238,0,0,1,0,0,54,0,237,2,0,0,0,1,0,0,1
OG5_137765,0,17,11,0,2,0,0,4,83,7,6,1,1,0,0,56
OG5_177069,0,0,8,0,0,0,0,0,46,0,1,2,0,0,0,25
OG5_146460,4,6,5,0,1,0,0,0,11,11,2,0,0,0,0,13
OG5_156126,15,5,30,0,0,3,1,55,82,0,4,7,4,2,0,74
OG5_138233,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,6
OG5_177062,0,2,0,0,0,12,0,37,0,0,0,1,0,0,0,0
OG5_178700,0,1,0,0,0,9,1,64,0,0,0,0,0,0,0,0
OG5_137768,0,25,14,0,1,0,0,0,40,1,1,0,1,1,0,7
OG5_137769,0,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0
OG5_169862,1,2,0,0,0,7,0,0,5,0,0,0,2,0,0,6
OG5_138725,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
OG5_138724,1,1,6,0,0,12,0,108,44,1,0,2,1,0,0,2
OG5_138721,9,2,25,0,1,0,1,0,78,12,3,1,10,1,0,148
OG5_138720,2,16,4,0,1,0,0,0,8,0,1,3,0,0,0,4
OG5_138723,9,6,1,0,1,0,0,55,15,0,0,0,10,0,0,4
OG5_135948,5,18,3,0,2,0,0,0,52,0,4,5,13,0,0,29
OG5_135949,2,12,12,0,0,4,0,24,44,13,1,3,2,0,0,54
OG5_146748,0,10,0,0,0,0,0,0,7,0,0,1,1,0,0,1
OG5_129217,3,32,0,0,0,0,0,0,6,0,0,0,10,0,0,5
OG5_134093,2,1,17,0,0,2,0,58,73,1,2,8,1,2,0,46
OG5_134092,0,28,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OG5_146740,21,0,1,0,0,0,3,0,16,0,0,0,6,0,0,9
OG5_134090,4,22,3,0,0,0,2,0,24,1,0,2,10,1,0,69
OG5_134097,0,25,4,0,2,0,1,0,54,2,1,8,1,0,0,6
OG5_134095,12,25,20,0,1,9,2,0,54,1,3,8,4,2,0,42
OG5_134094,1,29,6,0,3,0,3,0,17,0,1,0,0,1,0,75
OG5_178567,1,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0
OG5_168654,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0
OG5_133206,0,34,3,0,1,0,2,0,8,0,0,3,0,0,0,30
OG5_137291,24,14,24,0,0,0,0,2,102,0,1,3,15,1,0,65
OG5_135593,4,27,1,0,0,0,0,0,8,0,0,0,3,0,0,6
OG5_152469,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_137433,0,23,12,0,0,0,0,0,84,0,0,4,0,0,0,11
OG5_128966,17,75,46,0,14,0,6,0,222,9,19,15,14,1,0,213
OG5_142167,2,0,7,0,0,0,0,0,33,0,0,2,0,0,0,1
OG5_126587,1,3,3,0,0,0,1,2,3,2,1,0,1,0,0,4
OG5_131792,2,11,1,0,0,0,0,0,9,0,0,3,2,0,0,1
OG5_171141,0,0,2,0,0,0,0,46,2,0,0,5,0,0,0,3
OG5_136497,13,3,27,0,0,19,0,290,153,0,2,9,3,2,0,50
OG5_146338,3,15,10,0,1,0,0,0,21,0,1,5,0,0,0,30
OG5_136490,0,28,0,0,0,0,0,0,3,0,0,0,1,0,0,4
OG5_156569,9,1,10,0,0,0,0,0,37,0,1,0,6,0,0,85
OG5_136492,9,1,26,0,4,0,1,0,125,11,5,2,1,0,0,52
OG5_156566,5,0,2,0,0,0,0,100,1,0,0,1,15,0,0,2
OG5_146331,8,11,17,0,2,0,0,0,89,0,3,5,0,1,0,15
OG5_136499,1,2,0,0,0,1,0,294,10,0,0,0,2,0,0,2
OG5_136498,9,24,18,0,2,0,0,0,73,0,0,7,1,0,0,63
OG5_146335,32,22,42,0,7,17,2,65,276,6,14,30,8,2,0,201
OG5_156560,18,0,0,0,0,0,0,0,9,0,0,0,8,0,0,1
OG5_157179,0,3,7,0,1,0,0,23,19,3,1,1,0,0,0,40
OG5_137548,5,10,8,0,4,1,1,146,61,0,0,7,11,0,0,80
OG5_129800,6,28,20,0,1,0,1,1,101,0,1,9,2,2,0,22
OG5_137818,0,15,0,0,0,0,0,53,0,0,0,0,0,0,0,0
OG5_175509,2,1,5,0,0,0,0,44,28,0,0,1,0,0,0,0
OG5_137540,25,3,25,0,1,0,4,5,88,1,2,6,17,1,0,129
OG5_130261,29,38,39,0,3,0,4,0,265,10,12,22,17,2,0,161
OG5_137810,8,11,17,0,2,0,0,6,129,13,3,9,5,0,0,100
OG5_130263,25,30,33,0,5,1,0,1,228,3,14,15,13,1,0,39
OG5_137816,5,3,18,0,0,2,0,126,93,0,1,5,4,0,0,59
OG5_130265,2,42,18,0,3,0,0,0,120,19,5,20,6,2,0,19
OG5_137814,2,16,0,0,0,0,0,0,4,0,0,0,1,0,0,0
OG5_137547,1,1,0,0,0,0,0,89,1,0,0,0,9,0,0,0
OG5_136639,7,1,26,0,1,0,0,0,48,0,0,3,9,1,0,22
OG5_136638,2,0,0,0,0,0,0,1,2,0,0,0,9,0,0,0
OG5_149467,14,0,1,0,0,0,0,0,6,0,1,0,12,0,0,3
OG5_136149,2,36,5,0,0,0,3,0,3,0,2,0,0,0,0,13
OG5_136148,0,28,7,0,0,0,1,0,4,1,2,0,2,0,0,8
OG5_136147,6,15,13,0,0,0,0,0,37,0,0,3,9,0,0,6
OG5_136146,0,27,0,0,0,0,0,0,4,0,0,0,1,0,0,0
OG5_136629,1,6,22,0,0,0,0,7,38,0,0,8,10,1,0,12
OG5_136143,2,6,22,0,0,1,1,119,95,0,3,10,3,1,0,41
OG5_136142,1,2,4,0,0,0,0,1,18,10,3,0,0,0,0,13
OG5_136637,8,1,1,0,0,0,0,0,10,12,2,0,9,0,0,57
OG5_136636,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
OG5_128965,29,64,40,0,1,0,2,0,213,14,8,24,19,1,0,166
OG5_166072,0,0,0,0,0,0,2,36,3,6,2,0,0,0,0,6
OG5_166070,3,0,12,0,0,0,5,7,25,1,8,1,0,0,0,19
OG5_133517,0,1,8,0,0,45,0,179,45,0,1,3,0,0,0,84
OG5_133516,1,14,6,0,0,5,0,71,35,0,0,2,8,1,0,20
OG5_133515,19,0,1,0,0,56,0,147,58,0,0,6,16,0,0,4
OG5_126769,44,67,46,0,10,10,4,532,324,14,13,37,19,2,0,208
OG5_144667,0,5,0,0,0,0,1,29,2,0,0,0,1,0,0,2
OG5_133044,11,38,13,0,2,0,3,0,120,0,5,12,16,1,0,124
OG5_133047,5,32,10,0,2,0,0,0,57,0,2,3,0,0,0,100
OG5_133510,5,22,2,0,1,40,3,132,10,0,4,0,0,0,0,10
OG5_133049,0,31,0,0,3,0,1,0,2,0,0,0,0,0,0,2
OG5_133048,4,32,9,0,1,0,3,3,44,0,0,7,0,0,0,87
OG5_152281,0,10,0,0,0,0,0,64,0,0,0,0,0,0,0,0
OG5_133519,0,1,0,0,0,0,0,322,1,0,0,3,1,0,0,0
OG5_133518,9,1,4,0,0,9,0,375,21,0,0,1,2,0,0,10
OG5_140481,4,0,12,0,0,0,0,0,152,0,1,19,3,0,0,10
OG5_136264,2,18,10,0,0,0,0,0,97,0,2,12,1,1,0,1
OG5_155047,0,0,4,0,0,0,0,41,115,0,2,11,0,0,0,20
OG5_144979,15,1,16,0,0,0,0,0,66,1,5,11,18,1,0,4
OG5_160521,0,0,0,0,0,0,0,1,5,1,0,6,0,0,0,0
OG5_142508,4,1,3,0,0,0,0,0,17,12,2,0,1,0,0,11
OG5_162775,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,0
OG5_140487,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
OG5_141789,0,0,0,0,0,0,0,98,0,0,0,0,1,0,0,0
OG5_204440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_145042,0,0,0,0,0,0,0,107,0,0,0,0,1,0,0,0
OG5_145043,0,1,0,0,0,0,0,67,1,0,0,0,1,0,0,0
OG5_145044,0,1,0,0,0,0,0,218,0,0,0,0,1,0,0,0
OG5_145045,0,0,0,0,0,0,0,49,0,0,0,0,1,0,0,0
OG5_140567,25,1,8,0,0,15,3,1,18,7,8,0,5,0,0,106
OG5_145048,0,0,0,0,0,0,0,134,0,0,0,0,1,0,0,0
OG5_150284,2,0,20,0,0,0,0,119,44,0,0,6,15,1,0,0
OG5_150285,4,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0
OG5_144272,1,10,8,0,0,0,0,0,18,0,1,1,2,0,0,13
OG5_144273,9,2,14,0,0,0,0,0,122,7,6,14,9,0,0,19
OG5_144274,16,0,24,0,0,0,1,0,63,0,4,3,16,1,0,75
OG5_150281,10,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0
OG5_150282,14,1,0,0,2,0,1,1,4,0,1,0,16,0,0,1
OG5_131363,14,12,28,0,0,37,1,268,72,0,2,7,18,1,0,10
OG5_144279,2,12,9,0,7,0,0,1,32,0,1,10,0,0,0,21
OG5_150288,8,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0
OG5_155156,4,7,8,0,0,0,0,12,36,1,1,6,0,0,0,38
OG5_134472,3,33,15,0,2,0,2,0,53,0,4,2,0,1,0,113
OG5_140485,4,0,0,0,0,0,0,0,42,11,3,1,6,0,0,0
OG5_127790,30,79,36,0,3,0,6,0,214,19,7,35,19,2,0,176
OG5_127791,39,75,42,0,11,12,6,0,284,19,11,33,18,2,0,141
OG5_132646,15,40,35,0,5,0,1,0,202,1,9,18,2,2,0,151
OG5_127793,30,63,30,0,0,6,3,539,137,1,4,26,19,2,0,62
OG5_127794,30,78,45,0,4,0,6,0,239,19,11,25,19,1,0,141
OG5_127795,9,65,6,0,0,1,3,43,92,14,3,3,5,1,0,118
OG5_127796,35,79,35,0,5,0,6,0,199,20,9,33,18,2,0,171
OG5_127797,36,78,45,0,6,0,6,0,264,19,15,35,18,2,0,203
OG5_127799,31,80,33,0,2,0,6,0,176,18,8,30,18,2,0,101
OG5_146132,5,4,15,0,3,1,1,1,88,0,3,3,1,0,0,134
OG5_132648,1,27,16,0,9,0,0,14,38,0,2,4,0,1,0,32
OG5_132649,2,36,7,0,0,0,0,0,4,1,1,2,0,1,0,0
OG5_132399,3,41,1,0,2,9,0,51,61,0,0,4,2,0,0,5
OG5_160444,1,1,2,0,0,0,1,35,5,0,0,1,1,0,0,20
OG5_140484,15,0,3,0,0,0,0,0,31,13,2,2,8,0,0,4
OG5_131361,12,34,25,0,0,11,3,154,120,0,4,11,6,0,0,164
OG5_132028,5,33,7,0,3,22,3,106,124,1,4,8,3,1,0,97
OG5_132029,1,27,13,0,4,29,3,180,99,3,8,12,0,0,0,151
OG5_128883,24,70,38,0,3,0,3,0,83,14,10,20,11,2,0,123
OG5_128882,21,65,31,0,0,0,3,55,153,12,5,19,18,2,0,108
OG5_128885,19,64,29,0,4,0,3,0,254,5,2,34,17,1,0,134
OG5_128884,38,47,46,0,11,0,2,3,362,20,16,35,18,2,0,205
OG5_128887,30,77,30,0,5,0,6,0,144,3,5,21,18,2,0,69
OG5_128886,3,43,20,0,3,2,0,44,115,3,8,6,1,1,0,32
OG5_132020,15,1,20,0,0,19,0,68,42,0,2,0,18,1,0,22
OG5_128888,29,66,34,0,3,0,3,0,155,13,6,19,18,2,0,120
OG5_132022,8,0,12,0,0,0,0,82,73,13,0,19,16,0,0,30
OG5_132023,8,30,23,0,1,0,1,0,106,13,8,5,12,1,0,94
OG5_132024,3,2,1,0,0,6,0,525,2,0,0,1,4,0,0,0
OG5_132025,4,0,12,0,0,0,0,385,14,0,0,7,18,2,0,4
OG5_128089,32,77,42,0,4,9,5,28,270,19,10,33,19,2,0,175
OG5_128088,31,71,37,0,5,0,6,1,228,18,11,33,19,2,0,191
OG5_171163,0,0,0,0,0,1,1,24,0,2,0,0,0,0,0,0
OG5_146537,0,11,1,0,0,0,0,0,14,0,1,0,1,0,0,1
OG5_141216,7,21,20,0,6,0,0,0,165,0,10,4,0,0,0,122
OG5_128081,24,71,40,0,3,0,6,0,206,18,13,36,18,1,0,158
OG5_128080,29,74,41,0,5,0,6,0,193,16,6,32,19,2,0,118
OG5_128083,7,72,25,0,5,0,3,0,197,13,6,32,1,1,0,166
OG5_128082,21,73,44,0,6,0,3,0,215,2,5,17,14,2,0,180
OG5_128085,31,73,38,0,5,0,6,0,173,16,9,34,19,2,0,181
OG5_128084,20,33,22,0,2,68,1,504,153,2,1,20,19,1,0,10
OG5_128087,40,63,40,0,10,0,3,0,173,0,5,24,18,1,0,187
OG5_128086,31,73,32,0,1,0,5,0,200,19,8,35,19,2,0,181
OG5_154281,0,0,0,0,0,0,0,0,49,0,0,3,0,0,0,0
OG5_129420,4,12,5,0,5,0,4,0,88,3,0,6,3,0,0,41
OG5_129933,8,67,26,0,1,0,6,0,120,0,4,19,1,2,0,92
OG5_129422,3,59,22,0,7,2,1,88,135,1,5,14,2,1,0,104
OG5_129423,6,36,25,0,1,0,0,45,125,3,8,13,1,1,0,120
OG5_129936,12,14,5,0,1,0,0,550,84,0,0,13,18,0,0,15
OG5_129425,0,72,8,0,2,1,3,13,5,4,3,0,0,1,0,160
OG5_129426,13,72,15,0,3,1,3,0,66,2,5,10,15,2,0,84
OG5_129427,29,9,30,0,0,93,0,448,120,1,2,6,19,1,0,28
OG5_129428,21,64,10,0,1,0,3,0,57,3,2,12,16,1,0,29
OG5_129429,31,75,41,0,2,0,3,0,95,2,6,6,19,2,0,162
OG5_129938,23,30,26,0,3,7,0,179,218,1,8,19,17,1,0,54
OG5_129939,23,37,28,0,1,0,0,1,116,13,3,27,6,1,0,79
OG5_137075,4,0,6,0,0,0,0,0,3,15,6,1,10,1,0,4
OG5_149246,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
OG5_164438,0,0,1,0,0,0,0,9,17,0,1,1,10,0,0,15
OG5_153251,5,0,0,0,0,0,0,98,0,0,0,1,15,0,0,0
OG5_171389,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0
OG5_134394,1,40,15,0,3,0,3,0,10,0,1,5,0,1,0,87
OG5_128333,33,51,18,0,1,37,3,180,249,0,7,22,17,1,0,190
OG5_128332,28,75,37,0,2,0,6,3,208,19,8,36,17,2,0,155
OG5_128331,6,64,30,0,2,100,3,42,140,19,7,15,11,2,0,133
OG5_128330,9,34,25,0,12,0,0,91,228,7,3,20,0,2,0,52
OG5_128337,23,73,39,0,4,35,3,121,259,13,7,22,15,2,0,144
OG5_128336,39,52,34,0,4,0,3,64,164,15,6,14,19,2,0,146
OG5_128335,28,72,44,0,2,0,6,0,207,16,6,35,18,1,0,148
OG5_128334,37,80,40,0,5,0,6,0,232,15,13,29,19,2,0,189
OG5_128339,35,70,40,0,7,0,3,0,237,13,9,21,17,2,0,203
OG5_128338,25,42,30,0,0,0,3,40,158,14,5,30,18,2,0,51
OG5_179150,1,0,0,0,0,5,0,58,0,0,0,1,0,0,0,1
OG5_160457,0,2,0,0,0,0,0,134,1,0,0,0,0,0,0,3
OG5_160455,0,1,0,0,0,0,0,33,1,0,0,0,0,0,0,0
OG5_160452,8,4,15,0,0,5,1,144,74,0,1,1,4,1,0,78
OG5_165431,0,3,0,0,0,7,0,17,0,0,0,0,0,0,0,0
OG5_160450,16,0,11,0,0,0,0,13,19,0,0,1,6,1,0,1
OG5_130898,12,1,29,0,1,0,0,83,217,8,3,35,17,1,0,27
OG5_130897,8,21,25,0,1,0,5,0,74,3,4,6,2,1,0,124
OG5_130724,17,41,23,0,2,0,3,0,104,2,6,10,13,1,0,111
OG5_130895,26,49,20,0,1,0,1,0,58,1,10,6,19,2,0,44
OG5_130726,14,30,35,0,2,1,0,0,158,18,9,27,6,2,0,33
OG5_130721,3,17,4,0,0,21,1,166,1,0,0,0,16,0,0,0
OG5_130892,18,52,29,0,3,0,3,0,75,2,4,12,15,2,0,86
OG5_130723,22,52,31,0,5,0,2,0,133,1,6,9,15,2,0,139
OG5_130890,16,20,22,0,1,4,1,127,115,1,1,12,4,0,0,95
OG5_129684,25,60,23,0,1,0,2,20,75,0,3,10,17,2,0,112
OG5_135558,29,5,44,0,2,0,3,2,224,13,15,18,15,2,0,196
OG5_138532,0,1,0,0,0,47,0,170,0,1,0,1,0,0,0,0
OG5_129687,35,63,43,0,6,0,6,0,216,2,14,16,18,1,0,193
OG5_138534,0,0,0,0,0,1,0,221,10,0,0,0,1,0,0,1
OG5_129681,5,31,12,0,0,26,6,154,78,1,2,14,9,0,0,35
OG5_129682,22,63,40,0,3,0,3,0,190,0,6,26,15,1,0,145
OG5_129683,0,40,10,0,4,4,3,83,37,0,3,2,1,1,0,101
OG5_138538,8,0,0,0,0,0,0,121,0,0,0,1,15,0,0,0
OG5_135550,0,20,0,0,0,0,0,0,2,0,0,0,1,0,0,0
OG5_129688,31,52,42,0,5,0,3,9,217,1,12,35,16,2,0,175
OG5_135554,11,26,18,0,0,7,4,20,98,1,2,5,1,2,0,161
OG5_165164,1,0,7,0,0,0,0,13,25,0,0,8,1,0,0,4
OG5_131418,14,40,10,0,3,1,6,0,114,2,7,13,12,1,0,53
OG5_134179,7,28,18,0,2,0,0,1,31,2,1,1,1,0,0,7
OG5_137034,20,16,23,0,0,0,1,0,96,0,0,22,5,2,0,73
OG5_131102,17,16,16,0,2,48,6,94,126,18,17,11,2,0,0,166
OG5_131416,18,1,5,0,1,0,1,1,46,1,6,7,10,0,0,59
OG5_131417,11,33,18,0,2,0,1,0,39,0,2,4,9,0,0,30
OG5_134171,1,15,14,0,1,0,0,0,76,1,4,2,0,1,0,34
OG5_131103,24,38,32,0,0,0,2,0,161,2,7,26,14,2,0,40
OG5_156633,18,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1
OG5_139620,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,3
OG5_127949,24,41,40,0,1,53,6,450,141,11,10,13,14,2,0,167
OG5_127948,9,42,27,0,2,0,3,480,152,13,7,26,19,2,0,96
OG5_127945,26,80,31,0,4,2,5,0,190,19,9,36,19,1,0,118
OG5_127944,36,79,45,0,5,11,5,0,302,19,13,36,19,1,0,203
OG5_127947,14,71,36,0,0,0,3,0,129,5,5,14,2,1,0,169
OG5_127946,35,75,44,0,9,0,6,0,244,19,18,35,18,2,0,195
OG5_127941,34,73,44,0,5,1,3,25,255,15,13,35,18,2,0,188
OG5_127940,6,37,6,0,2,0,0,0,22,1,0,0,0,1,0,8
OG5_127943,18,61,41,0,7,63,3,233,302,10,12,20,15,2,0,201
OG5_127942,11,79,16,0,0,0,3,0,111,20,4,36,19,2,0,83
OG5_130097,5,33,29,0,0,0,0,0,153,0,7,8,0,2,0,18
OG5_130096,8,48,18,0,3,0,0,0,119,0,3,16,10,0,0,102
OG5_130095,15,0,1,0,0,69,2,541,83,0,1,13,19,1,0,52
OG5_130094,14,69,28,0,5,0,3,0,92,0,5,10,15,1,0,123
OG5_144576,0,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0
OG5_130092,14,34,34,0,3,0,2,0,189,19,6,28,10,2,0,29
OG5_130091,27,50,45,0,5,2,1,0,292,19,14,20,5,2,0,182
OG5_130090,4,34,14,0,0,1,4,2,85,2,6,1,1,1,0,178
OG5_134230,3,15,1,0,0,0,0,3,4,0,1,0,0,0,0,15
OG5_130099,4,40,26,0,10,3,6,7,191,5,18,14,0,2,0,213
OG5_130098,29,65,24,0,0,1,2,3,49,1,4,8,14,2,0,32
OG5_137522,24,0,15,0,0,0,0,0,36,3,2,0,13,0,0,3
OG5_137251,20,18,38,0,2,0,1,11,272,8,10,16,6,2,0,179
OG5_137252,0,20,0,0,0,0,2,0,2,0,0,0,0,0,0,6
OG5_135446,0,27,4,0,1,0,3,0,8,0,1,0,0,0,0,49
OG5_137521,4,0,0,0,0,0,0,0,3,0,0,0,9,0,0,1
OG5_134352,1,1,6,0,0,44,0,202,5,0,0,1,6,0,0,1
OG5_137526,2,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0
OG5_144874,12,0,5,0,1,0,0,0,12,4,1,1,12,0,0,6
OG5_144875,0,3,0,0,0,0,0,45,0,0,0,0,0,0,0,0
OG5_144872,7,1,2,0,0,0,0,0,6,0,0,7,13,0,0,0
OG5_144873,2,0,1,0,0,0,0,0,1,0,1,0,10,0,0,0
OG5_144871,3,2,5,0,0,0,0,1,8,13,2,0,0,0,0,3
OG5_147378,0,1,0,0,0,1,0,90,0,0,0,0,1,0,0,0
OG5_152070,4,1,5,0,1,1,0,1,21,9,1,0,2,0,0,27
OG5_152077,0,0,1,0,1,27,0,38,23,0,0,8,0,0,0,0
OG5_132713,7,29,20,0,3,0,0,0,49,0,1,1,9,1,0,18
OG5_152079,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OG5_137525,10,11,27,0,0,0,3,0,115,10,7,16,10,1,0,73
OG5_147374,0,0,0,0,0,0,0,41,2,0,0,0,1,0,0,1
OG5_139377,0,12,0,0,0,0,0,11,1,0,0,0,0,0,0,11
OG5_147377,8,4,18,0,0,29,0,71,61,0,0,10,0,2,0,13
OG5_139376,3,11,2,0,0,0,0,0,13,0,0,0,5,0,0,13
OG5_138398,22,4,25,0,0,0,0,6,98,0,4,7,11,0,0,122
OG5_134353,7,29,11,0,2,0,1,0,75,1,2,6,10,1,0,58
OG5_138390,0,12,3,0,0,0,0,1,12,0,0,5,1,0,0,3
OG5_132717,27,32,33,0,1,1,0,1,136,0,1,12,16,2,0,126
OG5_150502,0,3,0,0,1,1,1,23,5,1,0,1,0,0,0,3
OG5_150501,6,0,22,0,0,0,0,70,40,0,1,0,3,0,0,8
OG5_150500,0,0,0,0,0,3,0,29,5,0,0,1,0,0,0,0
OG5_150506,1,5,5,0,1,0,1,9,26,1,4,10,0,0,0,23
OG5_150505,2,1,1,0,0,7,0,29,5,2,2,0,0,0,0,1
OG5_134535,2,10,3,0,0,0,0,0,4,0,2,0,4,0,0,5
OG5_152615,2,0,29,0,0,42,1,132,120,0,4,11,0,1,0,52
OG5_137152,0,16,1,0,2,2,0,51,1,0,0,0,0,1,0,1
OG5_152616,0,0,1,0,0,30,1,29,3,0,0,0,0,0,0,13
OG5_142333,3,0,2,0,0,1,0,124,1,0,0,1,12,0,0,0
OG5_152610,0,1,9,0,0,0,0,0,42,0,2,1,0,1,0,17
OG5_152613,1,0,0,0,0,22,0,90,1,0,0,0,2,0,0,1
OG5_152612,3,0,12,0,1,64,0,4,15,0,0,0,1,1,0,2
OG5_147219,5,0,1,0,0,0,0,0,3,0,0,0,10,0,0,0
OG5_131723,3,44,6,0,1,0,1,44,32,2,1,6,8,0,0,11
OG5_133724,18,36,18,0,1,3,0,0,156,7,5,9,5,0,0,45
OG5_164340,0,0,0,0,0,0,0,96,0,0,0,1,10,0,0,0
OG5_134533,23,20,28,0,3,0,3,8,139,3,6,13,16,0,0,142
OG5_136826,0,20,11,0,2,0,0,0,40,0,0,1,0,2,0,24
OG5_133720,9,29,18,0,1,2,0,0,95,1,4,13,1,1,0,23
OG5_137032,6,24,15,0,0,0,0,0,18,0,0,0,1,1,0,26
OG5_138429,3,5,6,0,0,6,0,139,40,0,0,1,9,0,0,23
OG5_133722,12,26,1,0,0,0,0,0,20,0,1,0,10,0,0,24
OG5_138072,3,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0
OG5_188554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_146299,2,3,20,0,1,17,1,29,63,10,4,6,0,1,0,42
OG5_130502,0,37,0,0,0,0,0,0,1,0,0,1,1,0,0,0
OG5_146296,6,12,20,0,2,0,0,0,103,3,7,9,1,1,0,9
OG5_146297,0,14,0,0,0,1,0,58,0,0,0,0,0,0,0,0
OG5_163209,0,1,0,0,0,0,0,26,0,0,0,0,1,0,0,0
OG5_133201,2,13,0,0,0,0,0,0,15,0,0,0,3,0,0,2
OG5_160286,11,0,8,0,0,0,0,69,36,0,0,5,7,0,0,4
OG5_147266,14,0,23,0,0,0,0,79,90,0,0,5,18,1,0,1
OG5_132256,6,35,25,0,3,0,2,0,98,0,0,3,0,1,0,108
OG5_132255,12,13,6,0,0,0,1,0,72,5,5,2,12,1,0,114
OG5_132252,7,33,23,0,2,0,3,0,103,3,5,11,10,2,0,118
OG5_132251,0,12,0,0,0,0,0,0,1,1,0,0,0,0,0,4
OG5_150761,2,0,6,0,0,0,0,0,158,0,1,27,0,0,0,28
OG5_134359,0,24,3,0,1,0,0,0,15,0,1,0,1,0,0,6
OG5_136782,4,19,2,0,1,0,2,0,48,1,2,3,0,0,0,10
OG5_138899,0,15,0,0,0,0,0,0,1,0,0,1,0,0,0,0
OG5_132258,9,33,21,0,2,0,0,0,55,1,6,8,12,2,0,30
OG5_143067,16,0,4,0,0,0,0,0,52,0,0,8,12,0,0,9
OG5_133014,0,23,1,0,1,0,3,0,5,0,0,0,0,1,0,9
OG5_160281,5,0,0,0,0,0,0,0,1,0,1,0,6,0,0,4
OG5_143062,14,0,10,0,0,0,0,0,56,0,0,1,13,0,0,0
OG5_143063,27,0,23,0,0,0,0,18,61,0,1,7,17,1,0,1
OG5_163407,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OG5_143068,14,0,24,0,0,0,0,99,86,0,1,6,18,1,0,0
OG5_143069,13,0,1,0,0,0,0,0,2,0,0,0,10,0,0,3
OG5_128654,23,37,30,0,5,0,5,0,107,7,3,16,16,2,0,169
OG5_128655,20,61,29,0,4,1,6,0,174,20,7,17,12,2,0,126
OG5_127309,32,69,37,0,2,4,6,403,144,18,8,23,18,2,0,155
OG5_127308,35,74,46,0,11,0,6,0,236,14,14,33,17,2,0,97
OG5_128650,35,61,44,0,6,0,3,0,185,12,12,31,19,2,0,170
OG5_128651,25,70,29,0,1,0,5,0,139,15,8,24,14,2,0,119
OG5_128652,24,74,37,0,4,0,6,17,209,3,9,34,16,1,0,158
OG5_128653,12,34,31,0,7,0,2,2,168,1,6,13,3,1,0,62
