,ee_bb,am_ib,ba_aq,ba_ar,am_ar,ba_fu,ex_fb,ba_is,am_is,ee_ib,ba_el,ex_ob,ba_ac,ba_ad,am_ab,ex_ox,am_my,am_mb,za_ba,ba_me,op_me,sr_st,ee_ce,ba_di,ba_cy,sr_ap,op_is,ee_cb,ex_ja,ex_jb,za_al,ba_df,ba_de,am_uk,ex_fo,za_as,op_ib,sr_rh,sr_ab,ee_cr,op_mb,am_ub,pl_gl,sr_rb,ba_pl,ee_hb,ex_eb,ee_ha,ba_pg,za_eu,ba_pd,za_ep,ba_pb,ba_pa,ex_eu,ba_ca,za_eh,ba_le,ee_br,za_ea,za_eb,za_ec,ba_cr,ba_cp,ex_is,ba_cv,ee_ub,ba_ts,ba_ge,ee_uk,ex_ma,ex_mb,ex_ib,ba_th,sr_di,ba_ch,ba_cn,ex_pb,ba_te,am_va,za_em,am_vb,ba_cd,sr_db,ba_fe,ba_sp,pl_gb,ex_pa,op_cb,ba_sy,op_ch,ee_ab,za_ey,ba_fn,am_db,sr_ch,sr_ci,ee_is,za_th,sr_cb,ba_fc,za_et,ba_ba,ex_he,ee_ap,ex_hb,pl_gr,ba_bi,ba_ft,ba_fb,am_di,sr_pe,ba_nt,am_tb,za_cr,op_fu,am_th,ba_bc,am_tu,op_nu,pl_rh,sr_pb,sr_sb,sr_ci_s,ba_ni,op_fb,pl_rb,op_ic,
OG5_133258,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,
OG5_147214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1,0,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,19,0,1,0,0,6,0,0,0,0,
OG5_159509,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_147213,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,
OG5_128547,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,13,0,0,0,15,17,2,0,0,2,0,0,2,0,0,0,0,1,0,0,0,22,0,1,0,0,4,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,2,0,0,0,0,0,0,5,0,18,0,0,0,23,3,0,0,0,10,1,0,85,0,1,0,0,1,0,0,0,3,
OG5_128937,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,8,0,0,0,15,46,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,48,0,5,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,18,4,0,1,0,0,0,3,3,0,21,0,0,0,10,0,0,0,0,13,1,0,43,0,3,0,0,18,0,0,0,2,
OG5_147212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,15,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,
OG5_156127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_137393,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,1,8,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,3,4,0,0,3,2,0,3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,5,0,1,0,0,16,2,0,13,0,0,0,0,1,0,2,0,0,0,102,0,1,0,0,1,0,0,0,3,1,0,0,0,2,
OG5_137392,0,2,0,0,0,0,0,0,4,0,0,0,16,6,0,0,4,3,0,0,2,12,0,0,4,0,0,3,0,0,0,0,0,1,0,0,0,21,0,2,2,1,0,15,0,2,0,6,1,0,0,0,1,2,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1,0,0,0,1,0,0,0,12,0,0,5,0,0,0,0,0,0,0,7,1,2,0,0,6,2,0,0,1,1,0,8,0,0,0,9,1,0,31,0,3,0,0,11,0,1,0,5,0,0,1,2,0,
OG5_137395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,2,0,7,0,0,0,0,0,0,0,
OG5_137394,0,0,0,0,0,1,0,0,0,0,0,0,13,1,1,0,0,1,0,0,0,0,0,0,28,0,0,2,0,0,0,0,2,0,0,2,0,1,0,0,1,0,0,8,6,0,0,0,4,0,4,0,2,2,0,0,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,8,0,0,0,0,2,0,4,0,0,2,0,0,0,1,0,0,0,0,3,1,0,1,0,14,4,0,4,0,1,0,0,0,0,4,1,0,0,27,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
OG5_170635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_131688,0,3,0,0,2,0,0,0,6,0,0,0,0,3,2,0,3,1,0,0,13,6,1,0,19,2,0,3,4,2,0,0,0,1,0,1,0,41,0,14,1,0,4,15,1,0,2,0,1,0,2,0,4,6,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,1,112,4,0,77,0,0,1,3,4,0,1,0,1,0,13,3,1,17,0,7,0,9,121,0,3,0,4,54,2,0,0,3,
OG5_141346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
OG5_147210,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_153445,0,1,0,1,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,94,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,1,0,8,5,0,0,0,9,0,2,0,16,24,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,18,0,0,1,0,0,0,0,0,0,2,0,0,0,18,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
OG5_134603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,51,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,7,0,15,0,0,3,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,66,3,0,1,0,0,0,2,3,0,14,0,0,0,0,1,0,0,0,1,0,0,14,0,1,0,0,50,0,0,0,0,
OG5_132394,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,7,49,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,16,0,5,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,16,0,0,0,14,0,0,0,0,1,1,0,24,0,1,0,0,0,0,0,0,1,
OG5_143272,1,1,0,0,4,0,0,0,2,1,0,0,0,0,3,0,9,2,0,0,7,41,4,0,1,0,0,4,2,0,0,0,0,1,0,0,0,20,0,14,2,0,4,4,0,2,1,12,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,26,0,0,0,0,2,0,1,0,9,0,0,2,0,0,0,1,1,0,0,4,0,27,3,0,11,0,0,0,2,4,0,9,0,0,0,20,0,0,25,0,1,1,0,119,0,0,0,10,36,0,0,0,2,
OG5_143279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,
OG5_129631,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,7,1,0,0,12,50,2,0,1,1,0,0,4,0,0,0,0,1,0,2,0,41,0,5,0,0,3,2,1,0,0,4,0,0,2,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,18,3,0,1,0,0,0,2,4,0,23,0,0,0,15,2,0,5,0,13,1,0,55,0,12,0,0,4,0,0,0,2,
OG5_169703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_142338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
OG5_129633,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,3,0,0,0,4,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,5,0,0,0,0,108,0,1,0,0,7,0,0,0,0,
OG5_152696,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_129632,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,15,56,4,0,0,3,0,0,2,0,0,0,0,1,0,0,0,49,0,13,0,0,5,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,3,0,0,0,0,0,2,4,0,22,0,0,0,18,2,0,0,0,6,0,0,105,0,10,0,0,17,0,0,0,3,
OG5_129635,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,1,6,0,0,0,16,71,4,0,0,6,0,0,1,0,0,0,0,1,0,0,0,46,0,15,0,0,5,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,5,0,0,0,0,0,1,4,0,27,0,0,0,23,2,0,0,0,13,1,0,89,0,7,0,0,29,0,0,0,3,
OG5_129634,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,1,12,0,0,0,15,30,2,0,0,3,0,1,1,0,0,0,0,1,0,0,0,16,1,10,0,0,4,1,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,0,1,2,0,29,0,0,0,16,0,0,0,0,10,1,0,60,0,6,0,1,9,0,0,0,3,
OG5_143110,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17,0,0,0,11,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,
OG5_143111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,1,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,
OG5_143112,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,42,0,0,32,1,0,1,0,0,0,0,0,0,0,1,0,17,0,14,0,0,3,8,1,0,0,9,6,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,5,31,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,1,24,0,0,5,0,0,0,0,0,0,27,0,1,0,0,0,0,9,0,0,0,0,2,0,9,0,2,1,0,0,0,1,
OG5_143113,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,14,0,0,2,1,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,36,0,0,0,3,0,0,0,0,0,0,0,25,0,4,0,0,10,0,0,0,0,
OG5_143114,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,14,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,29,0,3,0,0,2,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,0,22,0,0,0,8,0,0,0,0,1,0,0,97,0,13,0,0,4,0,0,0,0,
OG5_129141,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,11,46,2,0,0,2,0,0,1,0,0,0,0,1,0,0,0,45,0,8,0,0,3,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,2,2,0,20,0,0,0,16,0,0,0,0,8,1,0,119,0,5,0,0,1,0,0,0,3,
OG5_143116,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22,0,0,95,1,0,1,0,0,0,0,0,0,0,0,0,8,0,1,1,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,21,0,0,23,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,0,0,0,30,0,0,0,1,0,0,9,0,0,0,0,8,0,10,0,1,2,0,0,0,0,
OG5_143117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,17,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,
OG5_143118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_143119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,94,1,0,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,2,0,0,0,0,1,0,11,0,0,1,0,0,0,0,
OG5_129140,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,23,24,4,0,0,5,0,1,2,0,0,0,0,1,0,0,0,42,1,13,0,0,5,1,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,26,2,0,5,0,0,0,3,2,0,29,0,0,0,23,1,0,0,0,14,0,0,25,0,16,0,1,30,0,0,0,3,
OG5_146982,0,0,0,0,1,1,0,0,6,0,0,0,10,3,0,0,5,1,0,0,5,17,4,0,38,0,0,1,3,0,0,0,1,0,0,0,0,13,1,0,1,0,0,10,4,1,0,2,3,0,4,0,0,0,7,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,1,25,2,0,0,1,1,0,0,2,16,1,4,21,0,0,2,0,2,0,0,3,0,19,2,0,54,3,0,10,0,2,1,15,0,0,0,17,0,0,33,0,0,1,5,58,0,4,0,6,24,0,0,1,0,
OG5_146983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_176296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_176295,0,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,2,9,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,9,0,2,0,1,0,14,16,2,0,2,5,0,5,0,3,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,8,0,0,1,0,2,0,2,0,0,0,2,0,1,87,0,4,0,0,9,0,0,0,4,0,0,0,1,1,
OG5_146988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
OG5_149764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0,0,
OG5_127017,1,0,0,0,5,0,0,0,8,1,0,0,0,1,3,0,10,2,0,0,23,85,4,0,28,8,0,2,1,0,0,0,0,1,1,0,0,67,0,15,2,0,4,9,2,3,0,15,2,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,37,0,0,0,0,2,0,0,1,10,0,0,1,0,0,0,1,0,0,0,6,1,77,5,0,9,0,0,2,4,5,1,28,0,0,0,25,2,0,9,0,1,1,0,133,0,15,0,5,51,0,0,0,2,
OG5_127016,0,0,0,0,6,0,0,0,11,0,0,0,0,0,1,1,16,0,2,0,27,93,4,0,0,10,0,0,4,0,1,0,0,1,2,5,0,83,0,15,0,0,5,1,0,0,0,16,0,2,0,3,0,0,9,0,26,0,4,2,4,4,0,0,1,0,0,0,0,1,3,0,0,0,35,0,0,0,0,2,19,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,140,6,3,1,0,3,0,6,6,0,42,0,0,0,32,2,0,0,18,20,1,0,163,0,19,0,0,54,0,0,0,3,
OG5_127015,0,0,0,0,6,5,0,0,11,0,0,0,0,0,1,1,16,0,0,0,26,87,4,0,0,9,0,0,6,0,0,0,6,1,1,2,0,74,0,15,0,0,5,3,0,0,0,15,0,0,0,1,0,0,9,0,25,0,3,2,4,3,0,0,1,0,0,0,0,1,3,0,0,0,36,0,0,0,0,2,16,0,0,0,0,0,0,2,0,4,1,0,1,0,0,1,77,5,2,3,2,3,0,4,6,1,37,0,0,0,32,3,0,0,5,20,1,0,156,0,13,0,0,52,0,0,0,3,
OG5_127542,2,9,10,1,0,11,0,0,3,2,3,1,32,13,2,0,6,7,0,0,1,29,0,2,100,3,0,9,0,2,1,4,9,0,0,1,1,18,1,9,4,1,3,39,19,8,3,6,33,1,36,3,19,36,3,8,25,3,1,0,2,0,1,4,0,17,1,3,3,0,0,1,0,11,13,19,0,0,4,0,11,0,11,15,1,16,13,1,0,8,0,3,0,2,11,1,6,0,0,80,16,0,29,3,2,1,11,2,2,14,4,0,1,63,0,7,0,16,5,0,10,0,28,7,3,1,10,2,
