,Ba,EE,Sr,Op,Am,Za,Pl,Ex
OG5_164944,24,3,19,0,2,0,0,0
OG5_159761,30,0,7,0,4,3,0,0
OG5_133358,1,1,15,0,19,1,3,1
OG5_166890,0,0,9,0,0,0,0,0
OG5_133350,44,3,54,0,5,0,26,0
OG5_133353,23,0,18,0,4,0,1,1
OG5_133355,3,0,3,1,10,0,1,0
OG5_133357,0,0,0,0,1,0,0,0
OG5_133356,11,7,36,0,60,0,0,3
OG5_128575,12,0,1,0,3,1,0,0
OG5_128574,8,0,1,0,5,0,0,0
OG5_139243,1,1,1,0,1,0,0,0
OG5_128576,0,0,9,0,1,0,0,0
OG5_128571,35,3,25,0,12,0,0,0
OG5_139246,10,4,15,0,10,0,2,0
OG5_139248,102,0,34,0,26,23,1,0
OG5_128579,540,6,125,0,66,0,21,3
OG5_128578,87,28,125,2,139,1,14,4
OG5_144041,0,0,1,0,0,0,0,0
OG5_164496,105,0,3,0,1,0,5,0
OG5_135177,71,13,61,0,4,0,27,1
OG5_135175,57,1,36,0,16,0,27,2
OG5_135172,0,1,0,0,2,0,1,0
OG5_135170,10,4,28,0,42,0,6,0
OG5_142728,0,0,2,0,0,0,2,0
OG5_150226,1,1,3,0,4,0,2,1
OG5_150224,101,0,10,0,1,4,13,0
OG5_135178,8,4,4,0,4,0,3,1
OG5_149664,22,1,6,0,4,1,0,0
OG5_149660,9,0,4,0,0,0,9,0
OG5_149662,34,9,10,0,69,1,1,1
OG5_149663,78,0,16,0,7,37,0,0
OG5_141412,23,0,23,0,9,4,1,0
OG5_141416,0,1,3,0,2,0,1,0
OG5_141414,24,3,12,0,23,1,4,0
OG5_147718,99,3,59,0,23,0,1,0
OG5_155833,34,0,6,0,7,0,0,0
OG5_129487,0,0,1,0,1,0,0,0
OG5_129481,0,0,1,0,0,0,0,0
OG5_129489,0,0,0,0,1,0,2,0
OG5_150161,0,0,0,0,13,0,0,0
OG5_150167,31,3,37,0,10,0,11,1
OG5_174540,48,1,14,0,5,0,0,0
OG5_144162,0,0,2,0,11,0,0,0
OG5_128435,191,11,135,0,70,3,10,2
OG5_128289,89,5,89,0,76,12,4,3
OG5_158412,5,0,4,0,1,4,0,0
OG5_131076,0,0,0,0,2,0,0,0
OG5_131077,0,0,0,0,1,0,0,0
OG5_128283,2,2,41,3,36,0,2,2
OG5_131078,25,0,32,0,8,0,1,1
OG5_128280,0,2,4,0,3,0,2,1
OG5_128286,5,0,9,1,2,0,0,0
OG5_128285,0,0,1,0,0,0,1,0
OG5_128284,114,7,48,0,15,0,4,0
OG5_129158,80,8,95,2,70,8,10,1
OG5_129159,0,1,3,0,1,0,0,0
OG5_129150,396,9,86,0,70,0,6,3
OG5_129623,0,0,0,0,9,0,0,0
OG5_129620,0,0,0,0,1,0,0,0
OG5_129621,0,1,1,0,4,0,2,0
OG5_129626,12,3,22,1,12,0,3,0
OG5_129627,87,3,57,0,31,0,19,3
OG5_129156,408,6,92,1,64,65,4,2
OG5_129625,90,6,63,0,35,7,1,2
OG5_138597,1,1,12,0,2,0,1,0
OG5_138046,1,0,1,0,0,0,0,1
OG5_138047,70,8,61,2,121,0,5,3
OG5_138592,19,2,21,0,96,0,4,0
OG5_140932,3,0,8,0,145,0,0,0
OG5_138042,50,1,26,1,13,1,1,0
OG5_146274,0,0,1,0,0,0,0,0
OG5_181295,47,13,50,0,30,0,0,0
OG5_131216,355,11,79,2,47,42,5,0
OG5_131217,13,11,48,0,24,0,4,1
OG5_131214,0,0,0,0,2,0,0,0
OG5_131215,452,7,97,0,43,0,15,4
OG5_131213,0,0,1,0,0,0,0,0
OG5_131211,0,0,0,0,0,0,1,0
OG5_162956,3,0,7,0,3,0,0,0
OG5_129743,79,7,62,0,74,0,13,1
OG5_131218,0,0,2,0,1,0,0,0
OG5_131219,0,2,6,0,1,0,1,0
OG5_130035,0,0,0,0,0,0,1,0
OG5_130034,207,5,77,0,51,2,6,0
OG5_130037,9,0,5,1,0,1,0,0
OG5_130036,53,5,23,0,32,0,0,0
OG5_130030,174,6,77,2,46,11,1,0
OG5_130033,0,1,6,0,2,0,0,0
OG5_130032,509,8,108,0,158,93,14,4
OG5_138620,0,0,1,0,3,0,0,0
OG5_138621,51,1,22,0,7,0,0,1
OG5_138622,6,0,16,0,10,0,1,0
OG5_138624,170,5,48,1,28,3,1,1
OG5_128345,464,6,96,0,62,2,1,2
OG5_128343,0,0,1,0,0,0,0,1
OG5_163861,37,5,36,0,14,0,1,1
OG5_156314,3,0,5,0,0,0,0,0
OG5_153147,0,0,2,0,2,0,0,1
OG5_156317,0,0,0,0,0,0,1,0
OG5_168729,15,1,4,0,25,0,0,0
OG5_146143,0,0,1,0,0,0,0,0
OG5_168724,1,0,0,0,0,0,0,0
OG5_127995,0,0,1,0,0,0,0,0
OG5_127710,0,0,1,0,0,0,0,0
OG5_127247,140,1,28,0,9,90,1,0
OG5_137026,4,5,13,0,23,0,1,1
OG5_130862,1,0,12,0,2,0,0,0
OG5_127245,177,18,164,2,81,2,11,8
OG5_160444,32,0,2,0,2,0,0,0
OG5_127242,48,2,22,0,16,0,0,0
OG5_127832,0,2,6,0,4,11,0,5
OG5_136886,1,4,12,0,7,0,0,0
OG5_136887,19,2,43,0,22,0,14,0
OG5_127243,288,13,144,3,167,46,7,6
OG5_127240,0,0,1,0,0,0,0,1
OG5_130346,0,0,1,0,0,0,1,0
OG5_130714,529,29,170,0,108,1,34,2
OG5_137425,71,2,25,1,13,2,1,0
OG5_160440,18,1,16,0,15,0,0,0
OG5_139872,0,0,0,0,0,0,1,0
OG5_130344,0,3,1,0,0,0,2,0
OG5_139876,0,2,66,0,51,0,1,1
OG5_130716,432,11,111,1,104,40,28,4
OG5_127839,408,9,112,3,89,85,5,2
OG5_144896,34,0,19,0,24,0,15,1
OG5_160442,87,2,35,0,30,0,0,0
OG5_144890,113,0,0,0,0,0,10,0
OG5_144891,0,0,0,0,0,0,2,0
OG5_144892,1,0,0,0,2,0,2,0
OG5_130342,210,9,104,1,74,9,8,0
OG5_160804,42,0,3,0,4,0,0,1
OG5_137482,0,0,1,0,0,0,0,0
OG5_170675,94,10,25,0,3,0,11,0
OG5_152948,0,0,1,0,0,0,0,0
OG5_136083,35,2,17,0,5,68,18,0
OG5_136080,222,3,23,0,20,54,0,0
OG5_136081,193,5,60,2,42,7,1,1
OG5_136086,0,0,1,0,0,0,0,0
OG5_136087,251,4,58,0,40,30,0,0
OG5_136085,0,0,1,0,0,0,0,0
OG5_129697,179,8,73,1,45,65,1,3
OG5_136089,4,1,10,0,3,0,0,0
OG5_175965,2,0,4,0,7,0,0,0
OG5_166150,40,12,31,1,14,5,0,3
OG5_133104,14,1,23,0,9,0,1,1
OG5_133105,268,8,73,0,56,43,7,0
OG5_126628,482,14,165,4,127,18,23,9
OG5_133103,1,0,4,0,0,0,0,0
OG5_155660,0,0,0,0,1,0,0,1
OG5_133109,418,11,109,1,62,11,1,2
OG5_142391,0,1,12,0,13,0,0,0
OG5_142392,0,0,0,0,1,0,0,0
OG5_175145,2,0,12,0,2,0,1,0
OG5_142399,0,1,1,0,1,0,0,0
OG5_144424,26,2,11,0,1,0,14,1
OG5_144426,76,5,24,0,9,0,19,1
OG5_144421,90,3,33,0,21,8,3,2
OG5_144423,10,0,1,0,0,21,0,0
OG5_144422,129,2,34,0,17,12,0,2
OG5_131859,0,0,1,0,1,0,0,1
OG5_142649,22,2,1,0,2,0,0,0
OG5_142648,76,3,40,0,15,0,16,1
OG5_142647,192,5,53,0,36,5,5,0
OG5_131857,0,1,1,0,0,0,0,0
OG5_131851,0,0,1,0,0,0,0,0
OG5_131852,0,1,1,0,0,0,0,0
OG5_135561,0,0,0,0,0,1,1,0
OG5_127509,80,4,58,1,34,0,1,1
OG5_127508,10,1,17,0,4,14,1,1
OG5_138801,23,2,29,0,16,3,0,0
OG5_127505,376,9,97,0,45,54,2,0
OG5_127504,15,5,23,0,49,0,10,1
OG5_127507,384,13,128,0,75,17,7,2
OG5_127506,0,0,2,0,1,0,0,0
OG5_127501,267,3,45,1,29,0,3,1
OG5_127500,0,6,13,0,14,0,4,1
OG5_127503,305,22,156,1,104,34,29,11
OG5_138803,63,0,11,0,1,35,0,1
OG5_179234,50,2,11,0,12,0,2,0
OG5_144395,116,4,41,1,33,6,4,0
OG5_131400,0,0,1,0,0,0,2,0
OG5_126638,288,30,237,15,192,48,22,17
OG5_126639,19,12,51,4,41,0,10,2
OG5_179232,48,2,20,0,23,0,0,0
OG5_144390,16,8,8,0,4,0,0,0
OG5_126635,60,8,57,0,37,0,2,3
OG5_126636,518,33,210,2,147,11,35,5
OG5_126637,525,6,94,1,53,94,4,1
OG5_126631,54,4,73,0,73,87,3,4
OG5_126632,507,10,118,2,71,49,15,2
OG5_126633,190,13,105,1,145,0,11,6
OG5_132508,4,3,15,1,15,0,0,0
OG5_132503,0,0,0,0,1,0,0,0
OG5_132500,503,7,90,1,57,7,2,3
OG5_132507,14,1,8,0,10,0,2,0
OG5_132506,92,6,61,0,22,10,13,1
OG5_148099,1,2,5,0,5,0,2,0
OG5_130582,0,0,1,0,0,0,0,0
OG5_138838,113,16,79,1,20,4,2,4
OG5_148097,1,0,0,0,1,0,0,0
OG5_141062,13,0,8,0,48,0,1,0
OG5_184873,0,1,1,0,0,0,0,0
OG5_141060,0,0,1,0,0,0,0,0
OG5_141066,0,0,2,0,0,0,1,0
OG5_134908,0,2,4,0,7,0,0,0
OG5_134905,0,0,1,0,0,0,0,0
OG5_134907,14,0,3,0,1,0,0,0
OG5_169809,0,0,1,0,7,0,0,0
OG5_171330,1,0,0,0,0,3,0,0
OG5_132769,397,3,72,3,40,30,5,2
OG5_132768,164,6,85,2,51,9,0,2
OG5_132765,0,0,0,0,1,0,1,0
OG5_132764,0,0,0,0,1,0,0,0
OG5_132763,148,4,58,0,12,0,2,2
OG5_127975,3,0,1,0,0,0,0,0
OG5_127976,0,0,1,0,0,0,0,0
OG5_127977,3,0,3,0,1,14,0,0
OG5_128149,158,5,48,0,40,3,10,5
OG5_168267,3,1,10,0,5,0,0,0
OG5_128145,411,10,100,0,54,88,4,1
OG5_128146,381,14,109,2,97,60,12,1
OG5_128147,36,2,15,0,6,1,2,1
OG5_128140,228,10,117,2,92,49,2,3
OG5_160245,0,0,1,0,0,0,1,0
OG5_129367,0,1,23,0,25,0,0,1
OG5_129366,0,0,0,0,2,0,0,0
OG5_129365,0,0,0,0,6,0,0,0
OG5_129812,52,12,85,0,76,1,20,3
OG5_164005,18,0,2,0,1,0,0,1
OG5_129362,12,2,45,0,14,0,1,1
OG5_163055,44,2,37,0,20,8,1,0
OG5_159958,26,5,49,0,34,1,1,0
OG5_129819,19,0,11,0,14,15,0,1
OG5_164008,18,2,21,0,3,5,0,0
OG5_129369,0,0,7,0,4,0,1,0
OG5_131689,0,4,48,1,19,0,4,3
OG5_153446,70,4,27,2,22,0,1,1
OG5_153445,183,3,29,0,21,1,0,0
OG5_153444,62,4,65,2,36,0,1,0
OG5_153443,128,1,27,0,14,0,0,1
OG5_153441,37,2,34,1,13,0,0,1
OG5_131684,7,2,9,0,7,1,2,1
OG5_131687,3,5,59,0,59,0,3,0
OG5_139502,1,1,4,0,1,0,0,0
OG5_139500,3,0,13,0,5,0,1,1
OG5_139059,0,0,0,0,3,0,0,0
OG5_139055,223,2,21,0,8,22,0,0
OG5_139509,0,1,0,0,0,0,0,0
OG5_139052,36,3,21,0,3,2,15,4
OG5_130620,110,0,28,0,23,1,1,1
OG5_137901,0,0,1,0,1,2,0,0
OG5_137903,57,7,66,0,44,1,1,0
OG5_130624,55,5,72,1,58,3,1,2
OG5_137905,212,7,54,0,29,31,0,1
OG5_137907,170,10,119,1,80,8,1,1
OG5_130628,105,16,52,1,74,1,8,4
OG5_137909,213,0,30,0,17,56,4,0
OG5_163665,1,0,0,0,1,0,1,0
OG5_172482,81,3,22,0,9,0,0,0
OG5_138454,58,2,38,1,11,2,2,0
OG5_138453,8,3,10,0,1,0,4,1
OG5_135234,0,0,1,0,2,0,5,1
OG5_135236,17,1,19,0,4,0,1,1
OG5_135230,1,1,2,0,4,0,1,0
OG5_135378,1,2,7,0,6,0,0,1
OG5_135232,22,2,13,0,16,3,0,2
OG5_135233,0,1,2,0,0,0,0,0
OG5_134013,163,5,50,0,34,6,1,0
OG5_131532,20,2,27,2,13,0,2,0
OG5_131531,114,6,54,2,109,2,2,3
OG5_131530,0,0,0,0,1,0,0,0
OG5_131537,28,6,23,0,43,0,0,0
OG5_131535,0,3,9,0,6,0,0,0
OG5_131538,0,0,1,0,0,0,0,0
OG5_127880,3,4,10,0,13,0,0,0
OG5_160651,0,0,2,0,1,0,0,0
OG5_127883,0,2,13,0,3,0,3,1
OG5_127884,0,0,1,0,0,6,2,0
OG5_127885,0,0,2,0,1,1,0,0
OG5_127887,436,16,158,1,109,58,21,8
OG5_127888,3,0,2,0,0,0,0,0
OG5_130485,28,5,47,0,20,4,1,2
OG5_130486,0,0,1,0,0,0,0,0
OG5_147526,47,1,26,1,14,0,0,0
OG5_147521,2,3,7,0,6,0,4,0
OG5_130488,120,13,105,3,52,17,7,3
OG5_147528,0,0,6,0,1,0,0,0
OG5_144955,0,0,4,0,2,3,0,0
OG5_144954,178,0,42,0,17,0,4,0
OG5_144956,0,0,0,0,0,2,0,0
OG5_144951,29,2,4,0,8,1,0,0
OG5_144950,0,0,1,0,0,0,0,0
OG5_155474,223,7,74,0,58,2,3,2
OG5_155475,45,0,18,0,8,0,0,0
OG5_152316,8,1,4,0,1,0,0,0
OG5_155478,118,1,33,0,20,10,1,0
OG5_162877,3,0,0,0,2,6,0,0
OG5_155266,16,1,8,0,4,4,3,0
OG5_132797,95,3,18,0,13,0,0,0
OG5_150446,50,1,39,2,21,0,1,0
OG5_136506,168,4,57,0,26,22,1,3
OG5_150445,90,2,50,0,26,0,1,0
OG5_150442,16,0,16,0,8,0,1,0
OG5_136502,167,6,66,0,25,0,2,0
OG5_136501,197,1,41,1,20,54,0,0
OG5_136500,173,4,70,0,37,22,0,1
OG5_165060,1,1,14,0,13,0,1,1
OG5_133702,0,0,0,0,2,0,0,0
OG5_158446,0,0,2,0,0,0,0,1
OG5_127396,26,0,6,0,3,0,0,0
OG5_136509,142,3,65,0,36,3,0,2
OG5_136508,170,3,50,0,25,42,0,0
OG5_181158,13,0,0,0,0,0,0,0
OG5_152177,0,0,1,0,0,0,0,0
OG5_145769,0,1,0,0,0,0,0,0
OG5_137279,0,0,1,0,1,72,0,0
OG5_143355,0,8,30,0,40,0,2,2
OG5_131999,1,0,1,0,6,1,0,0
OG5_131995,0,1,4,0,1,0,1,0
OG5_131996,395,5,63,1,45,34,27,4
OG5_131990,0,0,0,0,1,0,0,0
OG5_131993,257,5,54,0,38,38,22,2
OG5_131992,0,0,0,0,0,0,1,0
OG5_128773,3,0,3,0,1,2,0,0
OG5_164004,1,0,0,0,0,0,0,0
OG5_141471,0,0,1,0,0,0,0,0
OG5_141857,1,0,3,0,1,0,0,0
OG5_146806,33,0,10,1,6,0,0,0
OG5_128774,0,1,2,0,0,0,0,0
OG5_164821,14,0,9,0,8,2,0,0
OG5_164820,59,0,23,1,10,0,0,0
OG5_164826,38,0,18,0,10,0,0,0
OG5_164829,119,5,51,1,52,0,0,0
OG5_156469,8,3,19,0,30,0,3,0
OG5_127718,1,0,3,0,1,0,0,0
OG5_127719,0,0,0,0,2,0,0,0
OG5_132970,0,0,1,0,0,0,0,0
OG5_127248,0,8,27,1,21,0,1,3
OG5_127249,381,11,124,0,78,0,18,1
OG5_127246,221,25,120,2,125,25,6,5
OG5_127711,0,2,3,0,3,94,0,0
OG5_127713,7,0,32,0,6,75,1,0
OG5_127714,6,4,34,2,55,1,1,3
OG5_127715,452,8,104,3,138,93,1,2
OG5_127716,0,0,15,0,8,0,0,0
OG5_127241,379,17,133,1,63,3,4,4
OG5_164928,4,0,1,0,1,0,0,1
OG5_163609,69,2,56,0,25,3,1,0
OG5_164927,35,1,11,1,2,5,1,1
OG5_164922,18,0,20,0,15,2,2,0
OG5_164921,46,0,5,0,9,5,2,0
OG5_141342,126,5,20,0,6,33,26,1
OG5_145734,0,0,1,0,0,0,0,0
OG5_128152,0,0,2,0,0,0,0,0
OG5_133371,0,0,5,0,2,0,0,0
OG5_128150,0,0,1,0,0,0,0,0
OG5_133379,0,0,2,0,0,0,0,0
OG5_145124,0,0,2,0,0,0,0,0
OG5_140072,0,0,1,0,1,0,1,0
OG5_140070,0,2,7,0,0,2,1,0
OG5_140077,93,0,6,0,0,0,0,0
OG5_140075,0,0,0,0,10,0,0,0
OG5_150209,4,0,9,0,1,0,14,0
OG5_137541,0,0,1,0,0,0,0,0
OG5_149602,9,1,4,0,26,0,0,0
OG5_150202,0,0,0,0,0,0,1,0
OG5_149601,87,4,42,0,24,5,0,0
OG5_128779,28,15,57,1,70,1,11,4
OG5_141475,0,0,4,0,5,0,1,0
OG5_128770,0,0,2,0,0,0,0,0
OG5_128777,0,0,2,0,2,0,2,2
OG5_141470,31,5,40,0,71,0,1,0
OG5_141472,4,0,6,0,4,0,3,1
OG5_142923,0,1,3,0,6,0,0,0
OG5_127050,0,0,1,0,0,95,0,1
OG5_142925,0,0,0,0,1,0,0,0
OG5_137709,127,4,54,0,29,6,0,0
OG5_150142,29,1,9,0,6,0,2,0
OG5_150141,0,0,0,0,0,0,2,0
OG5_150140,13,23,64,1,77,0,7,3
OG5_150145,0,4,12,0,58,0,1,1
OG5_144180,0,0,1,3,0,0,3,0
OG5_144187,50,8,38,0,30,1,3,2
OG5_144184,0,0,1,0,1,0,0,0
OG5_165524,19,0,22,1,14,3,2,0
OG5_144188,0,0,1,0,0,0,0,0
OG5_158436,91,2,32,0,7,6,1,1
OG5_128808,202,5,89,0,61,6,9,0
OG5_131056,0,0,0,0,0,0,1,0
OG5_139268,230,1,15,0,5,0,0,0
OG5_131050,22,0,10,0,1,68,0,0
OG5_131051,1,0,0,0,0,0,0,0
OG5_128559,147,8,24,1,36,22,7,2
OG5_131053,0,0,1,0,1,0,0,0
OG5_128557,95,3,88,1,46,93,4,0
OG5_128800,420,29,143,1,55,67,36,2
OG5_139261,80,6,40,2,10,15,0,2
OG5_139260,86,1,12,0,9,42,3,0
OG5_139267,51,0,28,0,12,0,0,1
OG5_128552,25,0,17,0,8,0,0,0
OG5_128807,479,13,117,0,91,73,21,6
OG5_128806,492,12,114,1,74,1,21,2
OG5_138027,194,6,65,0,22,1,1,0
OG5_129606,0,0,1,0,0,0,0,0
OG5_129607,0,0,1,0,0,0,1,0
OG5_138020,113,0,50,0,25,3,1,0
OG5_129603,0,0,0,0,0,0,1,0
OG5_141299,50,9,91,0,68,0,3,1
OG5_165291,65,0,10,0,5,0,10,1
OG5_163027,7,0,0,0,0,0,0,0
OG5_131230,190,7,66,0,30,32,9,3
OG5_141290,70,3,20,0,14,30,1,2
OG5_141293,113,0,18,0,13,0,3,0
OG5_141292,205,2,48,0,16,0,1,0
OG5_131234,0,1,4,0,5,0,0,0
OG5_141294,74,7,51,0,23,0,1,0
OG5_131236,22,12,52,1,103,0,12,2
OG5_141296,88,2,8,0,6,2,1,1
OG5_131057,0,0,1,0,0,0,0,0
OG5_139199,5,0,8,0,1,0,0,0
OG5_149818,44,0,21,0,117,0,0,0
OG5_139191,60,0,8,0,8,0,0,1
OG5_132520,1,0,2,0,3,0,0,0
OG5_139192,14,0,10,0,6,0,1,0
OG5_177140,46,7,34,0,13,1,3,0
OG5_131052,136,13,91,1,56,19,6,3
OG5_178669,12,1,4,0,0,0,0,1
OG5_128558,0,0,1,0,0,0,0,0
OG5_128902,451,11,91,0,56,75,19,2
OG5_128801,5,1,4,0,1,0,0,0
OG5_128556,3,1,3,0,1,0,0,0
OG5_128803,467,4,96,0,61,66,3,2
OG5_128905,262,15,149,0,89,36,14,7
OG5_146021,1,0,0,0,0,0,0,0
OG5_128554,0,2,27,1,10,0,4,1
OG5_128553,0,1,2,0,1,0,0,0
OG5_156726,49,1,19,0,8,0,0,0
OG5_128804,153,4,59,0,56,6,2,2
OG5_128551,0,1,2,0,2,0,1,0
OG5_139264,18,0,12,0,3,72,2,0
OG5_168038,1,0,4,0,4,0,0,0
OG5_143291,0,2,2,0,1,0,0,0
OG5_143290,71,4,52,0,22,20,0,5
OG5_134469,0,0,4,1,13,0,0,1
OG5_134820,0,0,0,0,1,0,0,0
OG5_146128,0,0,0,0,0,3,0,0
OG5_146126,4,1,1,0,2,0,0,0
OG5_129863,0,0,3,0,0,0,0,0
OG5_134466,14,10,18,0,25,0,5,2
OG5_134465,0,0,0,0,0,0,2,0
OG5_168746,75,3,24,0,22,1,0,0
OG5_168744,43,0,8,0,8,33,0,0
OG5_168743,4,0,2,0,1,0,4,0
OG5_130549,360,8,70,2,44,5,19,5
OG5_130548,0,1,1,0,2,0,0,0
OG5_137049,14,0,2,0,1,0,0,0
OG5_137048,175,6,84,0,69,6,4,0
OG5_130019,3,0,0,0,0,0,0,0
OG5_130541,356,6,67,1,39,61,1,1
OG5_130543,0,0,0,0,1,0,0,0
OG5_130542,97,17,118,1,45,8,37,2
OG5_130013,0,0,0,0,0,0,1,0
OG5_130547,436,6,89,0,50,16,17,0
OG5_136313,0,2,4,0,1,0,1,0
OG5_136311,0,0,2,0,26,0,0,0
OG5_142721,0,0,4,0,5,9,0,0
OG5_136315,23,0,6,0,1,21,0,0
OG5_129602,2,2,13,0,6,0,1,1
OG5_129436,0,0,0,0,0,0,1,0
OG5_176239,9,0,1,0,0,0,0,0
OG5_172434,0,0,1,0,0,0,0,0
OG5_160825,28,0,8,0,1,1,0,0
OG5_132526,0,0,0,0,1,0,0,0
OG5_133182,0,0,0,0,0,0,1,0
OG5_132583,321,4,83,2,58,52,4,1
OG5_132850,0,0,0,0,1,0,0,0
OG5_144749,0,0,0,0,2,0,0,0
OG5_132852,0,3,3,0,5,0,0,0
OG5_133160,69,1,23,0,20,0,1,0
OG5_132586,0,0,0,0,2,0,0,0
OG5_127639,0,0,0,0,0,2,0,0
OG5_147296,10,1,5,0,3,3,0,0
OG5_147295,0,0,0,0,0,0,1,0
OG5_132584,302,6,82,2,51,67,4,0
OG5_147290,20,0,0,0,0,0,0,0
OG5_142704,0,0,2,0,0,26,0,0
OG5_132858,0,0,2,0,2,0,0,0
OG5_180681,2,1,2,0,9,0,0,0
OG5_132589,0,1,0,0,0,0,0,0
OG5_140240,22,0,13,0,5,0,1,1
OG5_140242,2,0,3,0,0,0,0,1
OG5_140249,0,3,12,0,7,0,0,2
OG5_150925,3,5,31,0,10,0,0,0
OG5_144406,111,3,40,0,27,22,1,1
OG5_144404,174,1,12,0,5,38,4,2
OG5_144403,246,6,94,1,51,0,1,1
OG5_144400,48,1,11,0,9,22,1,0
OG5_130633,130,14,55,0,30,0,28,3
OG5_175526,1,0,0,0,0,0,0,0
OG5_144409,146,16,78,1,54,1,10,2
OG5_131836,166,13,84,4,42,3,15,8
OG5_131835,0,0,1,0,0,0,0,0
OG5_131830,1,0,1,0,1,0,0,0
OG5_131831,0,1,3,0,0,0,2,0
OG5_127527,6,0,8,0,4,2,0,0
OG5_127526,54,0,19,0,4,70,0,0
OG5_127525,0,0,2,0,1,0,0,0
OG5_127524,306,7,96,0,57,17,22,1
OG5_127523,225,12,74,0,52,3,3,2
OG5_131232,0,0,1,0,0,0,0,0
OG5_127529,1,0,0,0,0,0,0,0
OG5_127528,10,0,9,0,1,75,0,0
OG5_133788,7,4,2,0,50,1,2,0
OG5_133789,0,0,3,0,0,0,0,0
OG5_141295,46,2,4,0,2,0,2,0
OG5_133781,3,0,5,0,7,0,0,0
OG5_133787,2,3,3,0,2,0,0,0
OG5_133785,0,0,1,0,1,0,1,0
OG5_155250,111,0,21,1,9,21,0,1
OG5_126654,243,15,127,1,67,64,24,3
OG5_126655,41,4,15,0,12,0,0,1
OG5_126653,62,11,117,1,91,0,4,1
OG5_126650,218,28,124,2,89,9,15,5
OG5_126651,437,11,138,4,182,83,12,4
OG5_155258,0,1,0,0,1,0,0,0
OG5_131237,2,3,13,1,13,0,0,0
OG5_126658,201,4,71,1,41,53,5,3
OG5_126659,458,6,103,0,70,88,5,2
OG5_132569,0,0,6,0,5,0,0,0
OG5_132565,164,1,24,0,15,19,25,0
OG5_132564,0,0,6,0,1,0,0,0
OG5_132566,3,1,25,0,56,1,0,2
OG5_132561,0,0,0,0,0,0,1,0
OG5_132563,0,0,1,0,0,0,0,0
OG5_132562,12,1,13,0,21,4,0,0
OG5_174993,34,0,13,0,10,0,0,0
OG5_134924,58,2,29,0,11,1,0,1
OG5_141040,275,3,18,0,16,15,5,1
OG5_141593,0,0,6,0,0,0,0,0
OG5_141591,1,12,23,0,9,0,1,1
OG5_127383,516,12,117,2,90,0,15,1
OG5_127381,245,9,65,0,48,42,17,3
OG5_127380,20,1,18,0,0,50,0,0
OG5_127387,0,0,2,0,0,0,0,0
OG5_127386,0,2,2,0,3,0,1,0
OG5_127385,192,7,105,0,57,17,1,2
OG5_132789,8,4,26,1,5,3,4,1
OG5_132788,0,1,0,0,0,0,0,0
OG5_127389,495,11,135,0,145,0,12,3
OG5_127388,3,3,8,0,2,0,1,0
OG5_132455,131,8,65,1,58,11,2,1
OG5_132454,0,0,1,0,9,0,0,0
OG5_156691,96,0,35,0,20,0,0,0
OG5_156690,123,3,56,0,33,0,1,1
OG5_156692,56,2,28,0,15,1,0,0
OG5_156694,64,0,32,0,46,2,0,0
OG5_156696,14,1,18,0,30,0,0,0
OG5_141628,0,0,0,0,0,0,1,0
OG5_131547,0,0,3,0,0,1,0,0
OG5_141620,15,1,17,0,1,0,1,0
OG5_141621,0,0,1,0,0,1,0,0
OG5_141622,0,0,1,0,4,0,1,0
OG5_132404,0,0,0,0,0,0,2,0
OG5_141626,0,0,1,0,0,0,0,0
OG5_141627,4,0,2,0,1,0,1,0
OG5_128126,1,1,6,0,2,0,1,0
OG5_128124,37,0,7,0,0,2,0,0
OG5_128122,0,0,3,0,0,1,0,0
OG5_128123,0,1,7,0,0,0,0,0
OG5_128120,0,0,0,0,0,0,1,0
OG5_128121,0,0,0,0,0,42,1,0
OG5_128129,0,0,3,0,1,0,0,0
OG5_160225,0,0,3,0,16,0,4,0
OG5_131540,107,2,14,0,19,11,7,0
OG5_129833,0,1,3,0,0,9,0,0
OG5_129832,3,0,0,0,0,0,0,0
OG5_129831,0,0,1,0,0,0,0,0
OG5_129830,498,11,122,0,63,5,20,4
OG5_129837,40,1,45,0,24,0,0,2
OG5_129836,0,0,1,0,0,0,2,0
OG5_129834,1,0,0,0,0,0,1,0
OG5_135032,0,2,1,0,1,0,1,0
OG5_133455,0,2,1,0,0,0,0,0
OG5_135036,0,0,1,0,1,0,0,0
OG5_135037,3,1,2,0,4,0,1,0
OG5_135785,60,8,71,1,42,7,5,2
OG5_135786,54,1,12,0,25,0,0,0
OG5_135787,73,2,57,2,74,0,2,0
OG5_135783,40,4,22,0,110,0,6,2
OG5_134251,161,2,56,0,19,24,0,0
OG5_134250,224,4,55,0,35,33,0,1
OG5_134255,25,1,3,0,8,0,0,0
OG5_134259,56,2,40,0,24,2,1,2
OG5_137923,0,0,3,0,0,0,0,1
OG5_168022,249,2,75,0,45,4,11,2
OG5_139036,36,6,21,0,7,6,1,0
OG5_139031,2,0,10,0,16,0,0,0
OG5_130829,3,0,0,0,0,5,0,0
OG5_127685,0,1,0,0,0,0,0,1
OG5_139529,0,1,0,0,1,0,0,0
OG5_139038,24,1,45,0,10,0,1,0
OG5_127896,0,2,10,0,2,44,1,0
OG5_135256,111,8,71,0,80,9,1,1
OG5_135252,0,0,1,0,3,0,0,1
OG5_135253,0,0,1,0,2,0,0,2
OG5_135258,0,0,2,0,0,0,0,0
